Applicant_ID,Month,Annual_Income,Employment_Status,House_Status,Employment_History_Years,Online_Spending_Behavior_Score,Utility_Bill_Payment_Score,Number_of_Open_Accounts,Monthly_Debt,Credit_History_Years,Food_Expense,Transportation_Expense,Home_Utility_Expense,Shopping_Expense,Environmental_Spending,Loan_Amount_Requested,Loan_Term,Purpose,Approval_Status,Defaulted,Number_of_Delinquencies,Days_Late
4,7,93000,full time,Own,3,65,67,6,1236.013003,5,1080.275992,364.572092,907.4814344,1463.181412,335.1202362,21829.73058,13,Debt Consolidation,Approved,0,0,0
4,8,93000,full time,Own,3,65,67,6,1236.013003,5,314.9201832,337.4692658,274.5160951,522.4694559,144.6244613,21829.73058,7,Major Purchase,Approved,0,4,0
4,9,93000,full time,Own,3,65,67,6,1236.013003,5,1158.766702,431.7202168,263.5109812,609.8287655,322.7014587,21829.73058,10,Home Improvement,Approved,0,3,0
4,10,93000,full time,Own,3,65,67,6,1236.013003,5,354.9173009,215.7680274,281.5054699,555.9415064,92.33616116,21829.73058,22,Major Purchase,Approved,0,4,0
4,11,93000,full time,Own,3,65,67,6,1236.013003,5,788.1028697,517.7263763,379.8495754,765.5635172,318.8152601,21829.73058,19,Medical Expenses,Rejected,0,0,0
4,12,93000,full time,Own,3,65,67,6,1236.013003,5,1313.668608,492.1308621,642.5644423,659.1681573,243.1405177,21829.73058,15,Major Purchase,Rejected,0,0,0
5,1,37000,full time,Rented,12,3,62,11,1059.232225,12,1534.096477,1145.694072,789.2482791,1482.56999,487.3705895,16996.16923,16,Medical Expenses,Approved,0,1,0
5,2,37000,full time,Rented,12,3,62,11,1059.232225,12,480.7554385,497.4238235,530.490425,498.0069602,123.465369,16996.16923,21,Major Purchase,Rejected,0,3,0
5,3,37000,full time,Rented,12,3,62,11,1059.232225,12,1292.979959,1139.601881,587.5594246,890.7425049,501.2715846,16996.16923,9,Medical Expenses,Approved,0,1,0
5,4,37000,full time,Rented,12,3,62,11,1059.232225,12,307.8536385,137.4346735,197.860705,393.8266485,221.4825923,16996.16923,13,Major Purchase,Rejected,0,1,0
5,5,37000,full time,Rented,12,3,62,11,1059.232225,12,536.2403722,432.9777488,333.9877362,1279.180249,300.9757596,16996.16923,8,Home Improvement,Rejected,0,1,0
5,6,37000,full time,Rented,12,3,62,11,1059.232225,12,526.3093648,484.0895503,315.9606088,835.3697813,105.4815369,16996.16923,10,Medical Expenses,Approved,0,2,0
5,7,37000,full time,Rented,12,3,62,11,1059.232225,12,1462.775746,657.3433773,823.4136365,1339.962971,273.9600257,16996.16923,23,Debt Consolidation,Approved,0,1,0
5,8,37000,full time,Rented,12,3,62,11,1059.232225,12,215.175677,309.423771,130.1284909,440.2339505,52.35257375,16996.16923,14,Medical Expenses,Approved,0,3,0
5,9,37000,full time,Rented,12,3,62,11,1059.232225,12,713.8102237,603.1775803,441.0290783,671.6588081,161.7140206,16996.16923,24,Home Improvement,Approved,0,2,0
5,10,37000,full time,Rented,12,3,62,11,1059.232225,12,776.6455448,227.4102494,434.1334084,620.2530751,297.1938137,16996.16923,11,Major Purchase,Rejected,0,2,0
5,11,37000,full time,Rented,12,3,62,11,1059.232225,12,1471.169026,1244.139611,779.890521,1183.99501,702.7481666,16996.16923,7,Debt Consolidation,Approved,0,0,0
5,12,37000,full time,Rented,12,3,62,11,1059.232225,12,1730.378394,525.0925042,662.2587554,1623.856182,238.5480016,16996.16923,23,Major Purchase,Approved,0,5,0
6,1,68000,part time,Own,11,9,53,13,2490.931241,12,615.4471519,372.7680333,482.7552991,993.5685305,332.7972935,9821.491918,14,Debt Consolidation,Rejected,1,3,15
6,2,68000,part time,Own,11,9,53,13,2490.931241,12,658.6142496,447.4444118,172.8794915,400.2001275,91.38404295,9821.491918,8,Home Improvement,Approved,0,0,0
6,3,68000,part time,Own,11,9,53,13,2490.931241,12,1692.545761,481.4816344,442.1431322,1185.956934,489.1799969,9821.491918,7,Medical Expenses,Rejected,0,3,0
6,4,68000,part time,Own,11,9,53,13,2490.931241,12,1400.889839,968.35421,396.5887706,860.9698445,380.6627871,9821.491918,11,Home Improvement,Approved,0,5,0
6,5,68000,part time,Own,11,9,53,13,2490.931241,12,759.0924138,368.8903586,378.4044095,445.992654,127.5910505,9821.491918,6,Home Improvement,Rejected,0,0,0
6,6,68000,part time,Own,11,9,53,13,2490.931241,12,699.0252944,462.0928578,392.6128066,664.2579767,175.7453906,9821.491918,7,Home Improvement,Rejected,0,5,0
6,7,68000,part time,Own,11,9,53,13,2490.931241,12,1086.042909,1145.705269,405.0919916,686.1050011,513.4360191,9821.491918,13,Major Purchase,Approved,0,5,0
6,8,68000,part time,Own,11,9,53,13,2490.931241,12,1016.168079,612.7694236,892.0427324,1558.387448,467.0919108,9821.491918,22,Debt Consolidation,Rejected,0,1,0
6,9,68000,part time,Own,11,9,53,13,2490.931241,12,1044.717071,558.0994434,404.2208291,1103.787313,329.6449828,9821.491918,20,Debt Consolidation,Approved,0,2,0
6,10,68000,part time,Own,11,9,53,13,2490.931241,12,1904.143597,1111.613793,1197.192674,2237.370795,149.8851766,9821.491918,19,Debt Consolidation,Rejected,0,0,0
6,11,68000,part time,Own,11,9,53,13,2490.931241,12,756.6203766,578.6085047,784.1872381,1793.122869,314.9544279,9821.491918,16,Medical Expenses,Approved,0,3,0
6,12,68000,part time,Own,11,9,53,13,2490.931241,12,496.3696752,781.4823887,273.3010135,825.8190189,147.2671771,9821.491918,10,Major Purchase,Approved,0,5,0
7,1,66000,part time,Rented,5,85,5,11,1231.522075,16,851.6080437,579.9575008,539.6977453,1937.672415,543.4626914,29839.00336,19,Debt Consolidation,Approved,0,3,0
7,2,66000,part time,Rented,5,85,5,11,1231.522075,16,2198.378036,432.7643201,918.3716781,801.950982,376.846523,29839.00336,19,Home Improvement,Rejected,0,4,0
7,3,66000,part time,Rented,5,85,5,11,1231.522075,16,1157.409802,707.119783,566.4985063,1367.250801,169.760108,29839.00336,20,Debt Consolidation,Rejected,0,5,0
7,4,66000,part time,Rented,5,85,5,11,1231.522075,16,1548.751739,1142.264439,918.0935367,1407.679463,365.340618,29839.00336,6,Home Improvement,Approved,1,1,25
7,5,66000,part time,Rented,5,85,5,11,1231.522075,16,2189.666134,1060.565147,686.4615947,843.9825446,634.9746482,29839.00336,22,Major Purchase,Rejected,0,5,0
7,6,66000,part time,Rented,5,85,5,11,1231.522075,16,1119.459528,439.9503796,482.5645061,650.4243793,310.3218125,29839.00336,13,Medical Expenses,Approved,0,2,0
7,7,66000,part time,Rented,5,85,5,11,1231.522075,16,958.5888371,327.2280409,810.2627317,911.5444299,236.2712776,29839.00336,24,Home Improvement,Rejected,0,3,0
7,8,66000,part time,Rented,5,85,5,11,1231.522075,16,837.9826665,640.1713041,256.3549664,1141.905851,447.0558771,29839.00336,19,Medical Expenses,Approved,0,5,0
7,9,66000,part time,Rented,5,85,5,11,1231.522075,16,345.2414433,273.9566361,239.3386601,354.7900811,127.3267861,29839.00336,19,Home Improvement,Rejected,0,4,0
7,10,66000,part time,Rented,5,85,5,11,1231.522075,16,273.7107954,223.484501,177.7827486,340.419384,68.21429698,29839.00336,9,Medical Expenses,Approved,0,5,0
7,11,66000,part time,Rented,5,85,5,11,1231.522075,16,2010.39889,1135.545582,475.9731486,1444.814866,764.2325953,29839.00336,8,Home Improvement,Rejected,0,3,0
7,12,66000,part time,Rented,5,85,5,11,1231.522075,16,385.8319944,123.7927186,154.1100479,271.1499638,168.9908866,29839.00336,10,Debt Consolidation,Rejected,0,5,0
8,1,43000,full time,Own,20,78,89,1,878.2978168,17,2042.440073,1327.498276,969.3476386,1133.596389,749.4613975,10691.88089,11,Home Improvement,Approved,0,3,0
8,2,43000,full time,Own,20,78,89,1,878.2978168,17,1455.669604,518.3661422,846.0112481,941.0877679,530.0317984,10691.88089,19,Home Improvement,Approved,0,0,0
8,3,43000,full time,Own,20,78,89,1,878.2978168,17,333.8387786,345.2346421,295.7134143,374.6515751,80.00936313,10691.88089,15,Major Purchase,Rejected,0,2,0
8,4,43000,full time,Own,20,78,89,1,878.2978168,17,1311.666662,589.2637224,649.6137883,1515.088623,157.8358428,10691.88089,12,Debt Consolidation,Rejected,0,4,0
8,5,43000,full time,Own,20,78,89,1,878.2978168,17,1017.601728,465.505876,521.2403874,930.0732717,168.9746189,10691.88089,7,Medical Expenses,Approved,0,3,0
8,6,43000,full time,Own,20,78,89,1,878.2978168,17,596.5452522,808.8432064,319.9544758,843.6988135,396.487562,10691.88089,8,Home Improvement,Approved,0,5,0
8,7,43000,full time,Own,20,78,89,1,878.2978168,17,826.4922738,837.7116367,863.8464509,1265.250344,458.3010259,10691.88089,9,Home Improvement,Approved,0,1,0
8,8,43000,full time,Own,20,78,89,1,878.2978168,17,1181.198535,271.9899062,440.6290042,741.6231669,110.6635709,10691.88089,22,Major Purchase,Rejected,0,5,0
8,9,43000,full time,Own,20,78,89,1,878.2978168,17,661.6784094,270.3217532,440.3257677,444.9220929,124.9936329,10691.88089,23,Major Purchase,Approved,0,0,0
8,10,43000,full time,Own,20,78,89,1,878.2978168,17,1962.016348,925.9648729,386.4709687,820.2249377,85.80201341,10691.88089,18,Medical Expenses,Approved,0,5,0
8,11,43000,full time,Own,20,78,89,1,878.2978168,17,626.0000275,774.028528,415.26834,1067.400177,138.9181514,10691.88089,12,Home Improvement,Approved,0,4,0
8,12,43000,full time,Own,20,78,89,1,878.2978168,17,1080.575245,1134.369566,934.5317345,1658.405705,797.3183051,10691.88089,18,Home Improvement,Approved,0,3,0
9,1,90000,part time,Rented,3,27,33,10,3387.12906,15,510.3138041,175.7101848,243.2132648,438.6624458,269.5367257,22901.1493,17,Medical Expenses,Approved,0,1,0
9,2,90000,part time,Rented,3,27,33,10,3387.12906,15,416.5553853,331.8130396,161.9591769,332.4786109,47.89661148,22901.1493,20,Debt Consolidation,Approved,0,4,0
9,3,90000,part time,Rented,3,27,33,10,3387.12906,15,968.3703772,767.3325608,483.2871596,1554.551227,537.2923443,22901.1493,14,Home Improvement,Rejected,0,1,0
9,4,90000,part time,Rented,3,27,33,10,3387.12906,15,864.7713167,502.1201112,690.3440166,960.6780746,163.5853161,22901.1493,12,Medical Expenses,Approved,0,0,0
9,5,90000,part time,Rented,3,27,33,10,3387.12906,15,823.7819332,998.6326523,652.3186536,887.6296447,529.7670675,22901.1493,24,Home Improvement,Approved,0,5,0
9,6,90000,part time,Rented,3,27,33,10,3387.12906,15,1360.409289,263.7806661,318.1457862,689.7161793,372.0728154,22901.1493,19,Medical Expenses,Approved,0,4,0
9,7,90000,part time,Rented,3,27,33,10,3387.12906,15,1407.097625,856.916899,596.5655044,1624.511801,763.510826,22901.1493,19,Medical Expenses,Approved,0,0,0
9,8,90000,part time,Rented,3,27,33,10,3387.12906,15,1144.276665,666.581967,223.5409834,770.1752277,327.4044926,22901.1493,21,Debt Consolidation,Approved,0,2,0
9,9,90000,part time,Rented,3,27,33,10,3387.12906,15,1156.854245,630.587387,612.1726022,1272.272442,146.954791,22901.1493,14,Major Purchase,Rejected,1,4,20
9,10,90000,part time,Rented,3,27,33,10,3387.12906,15,276.6556653,316.0539634,268.4709588,573.4506353,69.91160328,22901.1493,14,Major Purchase,Approved,0,5,0
9,11,90000,part time,Rented,3,27,33,10,3387.12906,15,861.9642428,392.6688262,572.1356013,882.2444686,266.6822518,22901.1493,19,Medical Expenses,Approved,0,0,0
9,12,90000,part time,Rented,3,27,33,10,3387.12906,15,574.6717487,327.7651264,130.2176589,436.5183192,86.12841828,22901.1493,16,Medical Expenses,Approved,0,1,0
10,1,56000,full time,Own,9,95,14,9,1392.460336,2,353.333909,545.5033944,353.6870575,695.2694811,237.9925922,3184.098227,6,Major Purchase,Approved,0,0,0
10,2,56000,full time,Own,9,95,14,9,1392.460336,2,1027.815023,534.2085854,526.7959407,1161.615113,220.6578414,3184.098227,8,Home Improvement,Approved,0,4,0
10,3,56000,full time,Own,9,95,14,9,1392.460336,2,1027.715345,931.9194745,543.0464604,656.2972099,460.6769866,3184.098227,23,Major Purchase,Approved,0,1,0
10,4,56000,full time,Own,9,95,14,9,1392.460336,2,1239.204735,588.2081741,442.0887623,1469.189299,545.2616804,3184.098227,11,Home Improvement,Approved,0,3,0
10,5,56000,full time,Own,9,95,14,9,1392.460336,2,293.506818,244.2276075,279.585543,655.8011539,68.674663,3184.098227,13,Medical Expenses,Rejected,0,1,0
10,6,56000,full time,Own,9,95,14,9,1392.460336,2,905.6122731,720.7582109,356.2082111,1115.302966,256.3889222,3184.098227,20,Major Purchase,Approved,0,0,0
10,7,56000,full time,Own,9,95,14,9,1392.460336,2,702.7943085,922.5276121,525.6817653,1153.863327,89.61447648,3184.098227,19,Home Improvement,Approved,0,5,0
10,8,56000,full time,Own,9,95,14,9,1392.460336,2,1715.521616,988.4444006,545.0408752,1488.675645,508.1869297,3184.098227,11,Medical Expenses,Approved,0,0,0
10,9,56000,full time,Own,9,95,14,9,1392.460336,2,1284.428876,960.7104589,983.7494596,1687.560793,703.7079864,3184.098227,23,Major Purchase,Approved,1,0,67
10,10,56000,full time,Own,9,95,14,9,1392.460336,2,1753.418609,609.7570895,635.7520462,1074.4967,433.7985617,3184.098227,23,Medical Expenses,Approved,0,5,0
10,11,56000,full time,Own,9,95,14,9,1392.460336,2,487.6227974,182.5128514,304.1693493,728.9863229,355.3893256,3184.098227,15,Debt Consolidation,Approved,0,4,0
10,12,56000,full time,Own,9,95,14,9,1392.460336,2,410.6081961,360.6275635,497.2084305,732.1992733,315.0526127,3184.098227,14,Home Improvement,Rejected,0,2,0
11,1,39000,full time,Own,18,60,36,9,1420.05105,3,1173.146653,1099.306192,425.8905724,835.813341,625.7843054,12481.48277,8,Debt Consolidation,Approved,0,5,0
11,2,39000,full time,Own,18,60,36,9,1420.05105,3,1358.294116,417.1182408,670.6856606,829.6525989,320.2777365,12481.48277,23,Home Improvement,Rejected,0,3,0
11,3,39000,full time,Own,18,60,36,9,1420.05105,3,758.5715638,403.3537999,338.2191452,295.8482768,231.4849783,12481.48277,10,Home Improvement,Approved,0,4,0
11,4,39000,full time,Own,18,60,36,9,1420.05105,3,761.7882943,276.2350231,542.1177232,1178.951793,356.1087414,12481.48277,15,Medical Expenses,Approved,0,4,0
11,5,39000,full time,Own,18,60,36,9,1420.05105,3,751.7236434,489.0732269,915.6260173,1849.792802,121.8474774,12481.48277,7,Debt Consolidation,Rejected,0,0,0
11,6,39000,full time,Own,18,60,36,9,1420.05105,3,541.879321,469.9660795,394.0686758,1069.806334,256.8877581,12481.48277,21,Home Improvement,Approved,0,0,0
11,7,39000,full time,Own,18,60,36,9,1420.05105,3,405.2568936,426.8597495,226.8655426,1086.063612,351.0537947,12481.48277,22,Debt Consolidation,Approved,0,1,0
11,8,39000,full time,Own,18,60,36,9,1420.05105,3,570.8260678,352.9420022,124.5947791,318.7084388,241.3289284,12481.48277,19,Medical Expenses,Approved,0,4,0
11,9,39000,full time,Own,18,60,36,9,1420.05105,3,1273.803028,1176.059249,826.4634035,1634.776721,276.9138037,12481.48277,13,Medical Expenses,Approved,0,5,0
11,10,39000,full time,Own,18,60,36,9,1420.05105,3,811.1272392,613.230734,259.8612904,1077.368391,210.8376167,12481.48277,15,Debt Consolidation,Approved,0,1,0
11,11,39000,full time,Own,18,60,36,9,1420.05105,3,793.1799372,562.2538127,392.0175295,940.1890033,279.1505194,12481.48277,11,Major Purchase,Approved,0,4,0
11,12,39000,full time,Own,18,60,36,9,1420.05105,3,568.7405764,307.5339772,238.6207835,511.2604515,124.5514217,12481.48277,24,Home Improvement,Rejected,0,2,0
12,1,45000,full time,Rented,12,68,58,13,877.2046807,9,373.0814788,330.962027,185.0408033,250.5994838,20.74750139,15082.35819,13,Debt Consolidation,Approved,0,0,0
12,2,45000,full time,Rented,12,68,58,13,877.2046807,9,1237.116493,883.1290506,615.4316451,957.0936478,376.0599787,15082.35819,12,Home Improvement,Approved,0,5,0
12,3,45000,full time,Rented,12,68,58,13,877.2046807,9,1912.826597,1311.052175,992.2915771,1419.131293,729.7337348,15082.35819,21,Debt Consolidation,Rejected,0,0,0
12,4,45000,full time,Rented,12,68,58,13,877.2046807,9,763.0993489,190.4794033,352.7026313,364.8690339,258.2772016,15082.35819,9,Medical Expenses,Approved,0,0,0
12,5,45000,full time,Rented,12,68,58,13,877.2046807,9,1059.362236,284.7271295,386.5295512,869.7938608,247.1320034,15082.35819,16,Debt Consolidation,Rejected,0,5,0
12,6,45000,full time,Rented,12,68,58,13,877.2046807,9,1525.402708,465.2907303,405.6510461,1252.164668,394.3079704,15082.35819,17,Major Purchase,Approved,0,2,0
12,7,45000,full time,Rented,12,68,58,13,877.2046807,9,725.9751443,608.1569216,599.1175175,1240.822153,94.12349756,15082.35819,7,Major Purchase,Approved,0,4,0
12,8,45000,full time,Rented,12,68,58,13,877.2046807,9,1257.200868,873.4947052,681.7002356,836.7497763,512.4743308,15082.35819,6,Medical Expenses,Approved,0,1,0
12,9,45000,full time,Rented,12,68,58,13,877.2046807,9,1576.521908,907.5584376,798.415111,1026.826624,310.2144798,15082.35819,21,Medical Expenses,Rejected,0,2,0
12,10,45000,full time,Rented,12,68,58,13,877.2046807,9,1044.46919,933.7048813,654.240271,1285.877914,212.918689,15082.35819,6,Medical Expenses,Approved,0,2,0
12,11,45000,full time,Rented,12,68,58,13,877.2046807,9,1888.075506,980.4992174,373.5059612,1673.938544,118.1357211,15082.35819,13,Major Purchase,Approved,0,5,0
12,12,45000,full time,Rented,12,68,58,13,877.2046807,9,551.8558643,266.1983458,271.7524522,1052.178076,148.8902205,15082.35819,16,Medical Expenses,Rejected,0,1,0
13,1,22000,full time,Own,5,12,16,8,359.2564825,17,521.9350423,252.0207592,453.3931595,884.3114821,144.8572583,1498.437099,8,Medical Expenses,Approved,0,1,0
13,2,22000,full time,Own,5,12,16,8,359.2564825,17,842.415686,1003.177842,759.9128716,1027.15782,216.9365835,1498.437099,9,Home Improvement,Approved,0,2,0
13,3,22000,full time,Own,5,12,16,8,359.2564825,17,2138.166384,819.6541016,844.9167454,972.4473886,618.1236936,1498.437099,15,Medical Expenses,Approved,0,0,0
13,4,22000,full time,Own,5,12,16,8,359.2564825,17,2004.835722,477.7065086,811.6186276,2097.72285,426.9144273,1498.437099,13,Major Purchase,Approved,0,0,0
13,5,22000,full time,Own,5,12,16,8,359.2564825,17,2234.603417,395.4946735,597.676644,1836.908045,520.0641891,1498.437099,12,Major Purchase,Approved,0,4,0
13,6,22000,full time,Own,5,12,16,8,359.2564825,17,803.387404,559.6648574,164.5083334,370.5871188,243.6193565,1498.437099,7,Major Purchase,Approved,0,5,0
13,7,22000,full time,Own,5,12,16,8,359.2564825,17,1747.476315,1069.923586,999.6533368,967.5449091,528.7821276,1498.437099,12,Major Purchase,Approved,0,2,0
13,8,22000,full time,Own,5,12,16,8,359.2564825,17,357.4213639,209.5687044,278.449286,356.5556226,161.9126909,1498.437099,16,Debt Consolidation,Approved,1,0,87
13,9,22000,full time,Own,5,12,16,8,359.2564825,17,1795.907525,1006.851556,346.4076176,1776.395189,284.4419131,1498.437099,14,Medical Expenses,Approved,0,2,0
13,10,22000,full time,Own,5,12,16,8,359.2564825,17,1235.282659,732.3316338,473.1113626,1385.127721,291.9375657,1498.437099,22,Major Purchase,Approved,0,4,0
13,11,22000,full time,Own,5,12,16,8,359.2564825,17,874.3215281,1188.747858,456.0054676,1717.382105,651.3494414,1498.437099,8,Debt Consolidation,Rejected,0,0,0
13,12,22000,full time,Own,5,12,16,8,359.2564825,17,457.3366256,250.0607923,248.7839028,407.1426836,57.43475898,1498.437099,12,Debt Consolidation,Approved,0,2,0
14,1,60000,full time,Own,14,28,39,11,1841.540932,2,643.3356483,378.3454614,391.9288225,635.6268835,66.14943177,20104.90584,20,Home Improvement,Approved,0,5,0
14,2,60000,full time,Own,14,28,39,11,1841.540932,2,1245.544091,225.5120295,229.4481327,682.6268615,272.1187795,20104.90584,18,Medical Expenses,Rejected,0,2,0
14,3,60000,full time,Own,14,28,39,11,1841.540932,2,897.6022188,466.6574828,243.6278456,783.5044296,332.0998051,20104.90584,8,Debt Consolidation,Approved,0,3,0
